text,labels
trying to find more clients to support the business so i can afford my own place.,7
Not being able to leave my house due to the Corona Virus,2
just the usual money woes.,7
"I have felt out of balance for weeks, and really needing some kind of something to clear the fuzzy energy.",8
The global pandemic involving the coronavirus has been stressing me out.,2
Wondering if my food stamps are gonna stretch until we get more.,7
Work is stupid but I continue to fail upward and I can't think of anything else to do anyway.,3
Learning to help my kids do school at home.,5
Two people on my flist experienced major Bad Life Things.,4
Right now my family is in such finacial trouble..it's just not possible.,7
"Like I said, I haven't been sleeping well lately.",8
I so don't get paid enough.,2
the conoravisrus making me loose my job,3
figuring out where to go fruit picking tomorrow,2
"i'm definitely not happy with the situation but sometime people hit huge bumps in their road and unfortunately, i did and have to backtrack a semester.",5
i am stressed about this holiday seasons and money.,7
One of the problems with all of this is that we have to struggle with this every day.,2
i am stressed out and i am lonely.,0
not getting into grad school.,5
My husband's work had someone test positive for Coronavirus and they might shut down.,4
He said that i lost too much weight and i need to eat but the problem is i feel sick when i go to eat when im hungry.,8
"The end of the semester projects are starting to pile up, and I can sense myself becoming stressed.",5
"Vacuuming my room is a dangerous task, especially since there's two houses down the road under construction which product a lot of dust every day.",2
I've been working too much and not spending enough time with my friends.,3
I'm scared because I'm running low on money.,7
this bumper to bumper traffic is driving me nuts. will it ever move?,1
i can't get my child to study.,6
"i am currently stressed about the holidays coming up, and making sure everyone is happy.",4
Work is driving me crazy!,3
school have been stressing me out a bit. i have so much papers to write.,5
why is it that it's the ones who you love who are the ones who treat me like crap? Hurts a lot and makes me feel proper sad.,0
"Monday I have Grad. practice during the day, Tuesday is Graduation and I am supposed to start work on Wednesday.",5
"i'm broke as a joke, something has to give.",7
it kinda upsets me. just going over everything that sucked during my day.,2
"well, i have a bunch of tests for school coming up.",5
I didn't receive my paycheck.in the mail today.,7
My finances are stressing me out.,7
"Too long from home has worn away at my morale, and fatigue has eroded my writing skills.",8
my mom is really bothering me.,6
I've been shaking from making an awful decision.,1
i am already sick and tired of waking up in the morning.,2
been sick with pneumonia and haven't been able to work,8
I don't know what solution is best to deal with this month.,1
half of my coworkers are leaving for new jobs.,3
work has been really taking a toll on me lately,3
"I need to start working, big time.",3
"busy crappy days, ya kno. so many things to do, so little time, so little sleep.",1
i have too much work load at work.,3
We haven't seen each other in almost a week and he was worried when he called work and couldn't get me,4
I am stressed about whether or not I will be attending school in person.,5
That and disagreements over how to react to their situation strained their marriage.,6
"My body, especially my back, shoulders, and neck are really sore.",8
i embarrassed myself today,1
Got to work and now I'm in a bad mood.,3
the recent things that have been stressing me out is my health and the health of my fami,8
"Too intelligent to lay around the house all day, they become neurotic if left alone for long periods.",2
"i am having some insane insamnia or something, i am so tired, however, i cant seem to go to sleep!!!!!",8
Frustrated and I've sold myself out down the road with time growing old I've got to change.,0
i haven't been getting along with my coworker lately.,4
Just gonna be some long days of classes i'm not used to.,5
I have to make wedding invites and I've got a complete creative block just now.,2
lately i haven't felt like grocery shopping and instead ordering food; its expensive.,1
i have just had alot on my mind with work and finances,3
the grading system for my classes this semester is really harsh.,5
"Fuck, not seeing their dad is bad for em.",6
"Since I am in quartantine, I can't go outside which is sad.",1
worked has really gotten busy and over loaded me.,3
"i just started my birth control today, and now have sucha bad stomach ache, and my chest pains are terrible.",8
thanks for asking. work is driving me crazy.,3
Already my sleeping habits are screwed up.,8
i'm stressed about a math quiz tomorrow.,5
it sucks that i hate being around my family because they make me feel incompetent.,6
I'm getting really tired of working shitty jobs.,3
"i have to clean my house, between work and this damn outfit, it's a fucking mess.",1
